stat;hard;koef_hard;line;public;prest;p2;p1_1;p1_2;punkt;fs1r64;fs1r64_05n;fs1r64_05x;fs1r64_06n;fs1r64_06x;fs1r64_09n;fs1r64_09x;fs1r64_12n;fs1r64_12x;fs1r64_11n;fs1r64_11x;fs1r64_01n;fs1r64_01x;fs1r65_o;fs1r65_n;fs1r65_02n;fs1r65_02x;d_izm;DATE_VERSION
ст.226 ч.2;1;3490;2;;1;2260002;Внесение в реестр держателей ценных бумаг заведомо ложных сведений;БаCалы KаCаздарды aстаушылар тзлмне к™рнеу жалCан м‰лметтер енгзу;;05,06,09,11,01;;2000;;2000;;600;;;;2;;2;02;;;3;  -   -;
ст.227;0;600;2;;2;2270001;Представление заведомо ложных сведений профессиональными участниками рынка ценных бумаг;БаCалы KаCаздар нарыCы к‰сби KатысушыларыныS к™рнеу жалCан м‰лметтер беру;;05,06,09,12;;200;;200;;120;;40;;;;;;02;;3;  -   -;
ст.228 ч.1;0;1750;2;;2;2280001;Нарушение правил проведения операций с ценными бумагами;БаCалы KаCаздармен операциялар ж_ргзу KаCидаларын бaзу;;05,06,09,12;;200;;200;;200;;50;;;;;;02;;3;  -   -;
ст.228 ч.2;2;4910;2;;1;2280002;Нарушение правил проведения операций с ценными бумагами;БаCалы KаCаздармен операциялар ж_ргзу KаCидаларын бaзу;;05,06,09,11,01;;3000;;3000;;800;;;;3;;3;02;;;3;  -   -;
ст.228 ч.3;2;6090;2;;1;2280003;Нарушение правил проведения операций с ценными бумагами;БаCалы KаCаздармен операциялар ж_ргзу KаCидаларын бaзу;;11,01;;;;;;;;;;5;;5;;;;;  -   -;
ст.229 ч.1;0;1760;2;;2;2290001;Манипулирование на рынке ценных бумаг;БаCалы KаCаздар нарыCында айлаЭшарCы жасау;;05,06,09,12;;200;;200;;200;;50;;;;;;02;;3;  -   -;
ст.229 ч.2;1;3370;2;;1;2290002;Манипулирование на рынке ценных бумаг;БаCалы KаCаздар нарыCында айлаЭшарCы жасау;01,02,03;05,06,09,11,01;;2000;;2000;;600;;;;2;;2;;01,02;;3;  -   -;
ст.229 ч.3;2;6200;2;;1;2290003;Манипулирование на рынке ценных бумаг;БаCалы KаCаздар нарыCында айлаЭшарCы жасау;;11,01;;;;;;;;;;5;;5;01;;;;  -   -;
ст.230 ч.1;0;1770;2;;2;2300001;Незаконные действия в отношении инсайдерской информации;Инсайдерлк аKпаратKа Kатысты заSсыз ‰рекеттер;;05,06,09,12;;200;;200;;200;;50;;;;;;02;;3;  -   -;
ст.230 ч.2;1;3380;2;;1;2300002;Незаконные действия в отношении инсайдерской информации;Инсайдерлк аKпаратKа Kатысты заSсыз ‰рекеттер;01,02,03;05,06,09,11,01;;2000;;2000;;600;;;;2;;2;;01,02;;3;  -   -;
ст.230 ч.3;2;6210;2;;1;2300003;Незаконные действия в отношении инсайдерской информации;Инсайдерлк аKпаратKа Kатысты заSсыз ‰рекеттер;;11,01;;;;;;;;;;5;;5;01;;;;  -   -;
ст.231 ч.1;2;5840;2;;1;2310001;ИзготовлениеЬ хранениеЬ перемещение или сбыт поддельных денег или ценных бумаг;ЖалCан аKша немесе баCалы KаCаздар жасауЬ саKтауЬ алып ™ту немесе ™ткзу;;01;;;;;;;;;;;;5;;01;;;  -   -;
ст.231 ч.2;3;10970;2;;1;2310002;ИзготовлениеЬ хранениеЬ перемещение или сбыт поддельных денег или ценных бумаг;ЖалCан аKша немесе баCалы KаCаздар жасауЬ саKтауЬ алып ™ту немесе ™ткзу;01,02,03,04;01;;;;;;;;;;;5;10;01;;;;  -   -;
ст.231 ч.3;3;12200;2;;1;2310003;ИзготовлениеЬ хранениеЬ перемещение или сбыт поддельных денег или ценных бумаг;ЖалCан аKша немесе баCалы KаCаздар жасауЬ саKтауЬ алып ™ту немесе ™ткзу;;01;;;;;;;;;;;8;12;01;;;;  -   -;
ст.232 ч.1;2;3840;2;;1;2320001;Изготовление или сбыт поддельных платежных карточек и иных платежных и расчетных документов;ЖалCан т™лем карточкалары мен ™зге де т™лем ж‰не есеп айырысу Kaжаттарын жасау немесе;;01;;;;;;;;;;;;3;01;;;;  -   -;
ст.232 ч.2;3;9370;2;;1;2320002;Изготовление или сбыт поддельных платежных карточек и иных платежных и расчетных документов;ЖалCан т™лем карточкалары мен ™зге де т™лем ж‰не есеп айырысу Kaжаттарын жасау немесе;;01;;;;;;;;;;;4;7;01;;;;  -   -;
ст.232 ч.2;3;;2;;1;2320002;Изготовление или сбыт поддельных платежных карточек и иных платежных и расчетных документов;ЖалCан т™лем карточкалары мен ™зге де т™лем ж‰не есеп айырысу Kaжаттарын жасау немесе;;01;;;;;;;;;;;3;6;01;;;;14-Jul-17;14-Jul-17
ст.233 ч.1;1;2210;2;;1;2330001;Нарушение порядка и правил маркировки подакцизных товаров акцизными марками и ШилиЩ учетноЭконтрольн;Акцизделетн тауарларды акциздк маркалармен ж‰не ШнемесеЩ есепке алуЭбаKылау маркала;;05,06,09,11,01;;1000;;1000;;400;;;;1;;1;;01,02;;3;  -   -;
ст.233 ч.2;1;3390;2;;1;2330002;Нарушение порядка и правил маркировки подакцизных товаров акцизными марками и ШилиЩ учетноЭконтрольн;Акцизделетн тауарларды акциздк маркалармен ж‰не ШнемесеЩ есепке алуЭбаKылау маркала;;05,06,09,11,01;;2000;;2000;;600;;;;2;;2;;01,02;;3;  -   -;
ст.234 ч.1;0;320;2;;2;2340001;Экономическая контрабанда;ЭкономикалыK контрабанда;;05,06,09,12;;80;;80;;80;;20;;;;;;01;;;  -   -;
ст.234 ч.1;0;;2;;2;2340001;Экономическая контрабанда;ЭкономикалыK контрабанда;;05,06,09,12;;500;;500;;300;;90;;;;;01;;;;14-Jul-17;14-Jul-17
ст.234 ч.1;0;;2;;2;2340001;Экономическая контрабанда;ЭкономикалыK контрабанда;;05,06,09,12;;200;;200;;150;;45;;;;;;01;;;01-Jan-18;01-Jan-18
ст.234 ч.1;0;;2;;2;2340001;Экономическая контрабанда;ЭкономикалыK контрабанда;;05,06,09,12;;200;;200;;150;;45;;;;;;01;;;23-Jul-18;23-Jul-18
ст.234 ч.1;0;;2;;2;2340001;Экономическая контрабанда;ЭкономикалыK контрабанда;;05,06,09,12;;80;;80;;80;;20;;;;;;01;;;24-Sep-19;24-Sep-19
ст.234 ч.1;0;;2;;2;2340001;Экономическая контрабанда;ЭкономикалыK контрабанда;;05,09,11,01;;3000;;;;400;;;1;;;1;;01;;;05-Sep-24;05-Sep-24
ст.234 ч.2;2;4840;2;;1;2340002;Экономическая контрабанда;ЭкономикалыK контрабанда;01,02,03,04,05;05,06,09,11,01;;3000;;3000;;800;;;;3;;3;01;;;;  -   -;
ст.234 ч.2;2;;2;;1;2340002;Экономическая контрабанда;ЭкономикалыK контрабанда;01,02,03,04,05;05,06,11,01;;3000;;3000;;;;;;3;;3;01;;;;31-Jul-18;31-Jul-18
ст.234 ч.2;2;;2;;1;2340002;Экономическая контрабанда;ЭкономикалыK контрабанда;01,02,03,04,05;05,09,11,01;;5000;;;;800;;;;3;;3;;01;;;05-Sep-24;05-Sep-24
ст.234 ч.3;3;9890;2;;1;2340003;Экономическая контрабанда;ЭкономикалыK контрабанда;01,02;01;;;;;;;;;;;3;8;01;22;;;  -   -;
ст.235 Ш8сключ5н0Щ;2;6660;2;;1;2350001;"ШЂHЃ1ЂjЂkЃ>Ѓ7ЂeЂmЂ`Щ ЂMЂeЂbЃ;ЂoЂnЂkЂmЂeЂmЂhЂe Ѓ2Ѓ0ЂeЂaЂnЂbЂ`ЂmЂhЃ? Ѓ0ЂeЂoЂ`Ѓ2Ѓ0ЂhЂ`Ѓ6Ђh";`лттыK валютаны ж‰не ШнемесеЩ шетел валютасын репатриациялау талабын орындамау;;05,06,09,11,01;;5000;;5000;;1200;;;;5;;5;;;;;  -   -;
ст.235 Ш8сключ5н0Щ;2;6790;2;;1;2350001;"ШЂHЃ1ЂjЂkЃ>Ѓ7ЂeЂmЂ`Щ ЂMЂeЂbЃ;ЂoЂnЂkЂmЂeЂmЂhЂe Ѓ2Ѓ0ЂeЂaЂnЂbЂ`ЂmЂhЃ? Ѓ0ЂeЂoЂ`Ѓ2Ѓ0ЂhЂ`Ѓ6Ђh";`лттыK валютаны ж‰не ШнемесеЩ шетел валютасын репатриациялау талабын орындамау;;05,06,09,11,01;;5000;;5000;;1200;;;;5;;5;;;;;24-Jul-23;24-Jul-23
ст.235Э1 ч.1;2;6260;2;;1;2350101;Незаконный вывозЬ пересылка и перевод из  еспублики Казахстан валютных ценностей;ВалюталыK KaндылыKтарды JазаKстан  еспубликасынан заSсыз ‰кетуЬ ж™нелту ж‰не аудару;;05,11,01;50xK;50xK;;;;;;;;5;;5;;;;;12-Oct-23;12-Oct-23
ст.235Э1 ч.2;3;8010;2;;1;2350102;Незаконный вывозЬ пересылка и перевод из  еспублики Казахстан валютных ценностей;ВалюталыK KaндылыKтарды JазаKстан  еспубликасынан заSсыз ‰кетуЬ ж™нелту ж‰не аудару;;11,01;;;;;;;;;;7;;7;;;;;12-Oct-23;12-Oct-23
ст.235Э1 ч.3;3;12160;2;;1;2350103;Незаконный вывозЬ пересылка и перевод из  еспублики Казахстан валютных ценностей;ВалюталыK KaндылыKтарды JазаKстан  еспубликасынан заSсыз ‰кетуЬ ж™нелту ж‰не аудару;;11,01;;;;;;;;;7;12;7;12;;;;;12-Oct-23;12-Oct-23
ст.236 ч.1;0;240;2;;2;2360001;Уклонение от уплаты таможенных пошлинЬ таможенных сборовЬ налоговЬ специальныхЬ антидемпинговыхЬ компенсационных пошлин;Кедендк баждардыЬ кедендк алымдардыЬ салыKтардыЬ арнайыЬ демпингке KарсыЬ ™темаKы баждарын т™леуден жалтару;;05,06,09,12;;80;;80;;80;;20;;;;;;;;;  -   -;
ст.236 ч.1;0;;2;;2;2360001;Уклонение от уплаты таможенных пошлинЬ таможенных сборовЬ налоговЬ специальныхЬ антидемпинговыхЬ компенсационных пошлин;Кедендк баждардыЬ кедендк алымдардыЬ салыKтардыЬ арнайыЬ демпингке KарсыЬ ™темаKы баждарын т™леуден жалтару;;05,06,09,12;;500;;500;;300;;90;;;;;;;;;14-Jul-17;14-Jul-17
ст.236 ч.1;0;;2;;2;2360001;Уклонение от уплаты таможенных пошлинЬ таможенных сборовЬ налоговЬ специальныхЬ антидемпинговыхЬ компенсационных пошлин;Кедендк баждардыЬ кедендк алымдардыЬ салыKтардыЬ арнайыЬ демпингке KарсыЬ ™темаKы баждарын т™леуден жалтару;;05,06,09,12;;200;;200;;50;;45;;;;;;;;;01-Jan-18;01-Jan-18
ст.236 ч.1;0;;2;;2;2360001;Уклонение от уплаты таможенных пошлинЬ таможенных сборовЬ налоговЬ специальныхЬ антидемпинговыхЬ компенсационных пошлин;Кедендк баждардыЬ кедендк алымдардыЬ салыKтардыЬ арнайыЬ демпингке KарсыЬ ™темаKы баждарын т™леуден жалтару;;05,06,09,12;;80;;80;;80;;20;;;;;;;;;31-Jan-19;31-Jan-19
ст.236 ч.1;0;;2;;2;2360001;Уклонение от уплаты таможенных пошлинЬ таможенных сборовЬ налоговЬ специальныхЬ антидемпинговыхЬ компенсационных пошлин;Кедендк баждардыЬ кедендк алымдардыЬ салыKтардыЬ арнайыЬ демпингке KарсыЬ ™темаKы баждарын т™леуден жалтару;;05,06,09,12;;160;;160;;160;;40;;;;;;;;;05-Sep-24;05-Sep-24
ст.236 ч.2;1;2150;2;;1;2360002;Уклонение от уплаты таможенных пошлинЬ таможенных сборовЬ налоговЬ специальныхЬ антидемпинговыхЬ компенсационных пошлин;Кедендк баждардыЬ кедендк алымдардыЬ салыKтардыЬ арнайыЬ демпингке KарсыЬ ™темаKы баждарын т™леуден жалтару;;05,06,09,11,01;;1000;;1000;;400;;;;1;;1;;;;;  -   -;
ст.236 ч.2;1;2150;2;;1;2360002;Уклонение от уплаты таможенных пошлинЬ таможенных сборовЬ налоговЬ специальныхЬ антидемпинговыхЬ компенсационных пошлин;Кедендк баждардыЬ кедендк алымдардыЬ салыKтардыЬ арнайыЬ демпингке KарсыЬ ™темаKы баждарын т™леуден жалтару;;05,06,09,11,01;;2000;;2000;;80;;;;2;;2;;;;;17-Jul-24;17-Jul-24
ст.236 ч.3;2;7160;2;;1;2360003;Уклонение от уплаты таможенных пошлинЬ таможенных сборовЬ налоговЬ специальныхЬ антидемпинговыхЬ ком;Кедендк баждардыЬ кедендк алымдардыЬ салыKтардыЬ арнайыЬ демпингке KарсыЬ ™темаKы баждарын т™леуде;;01;;;;;;;;;;;2;5;;;;;  -   -;
ст.237 ч.1;1;3500;2;;1;2370001;Неправомерные действия при реабилитации и банкротстве;ОSалту ж‰не банкроттыK кезндег KaKыKKа сыйымсыз ‰рекеттер;;05,06,09,11,01;;2000;;2000;;600;;;;2;;2;02;;;3;  -   -;
ст.237 ч.2;1;3510;2;;1;2370002;Неправомерные действия при реабилитации и банкротстве;ОSалту ж‰не банкроттыK кезндег KaKыKKа сыйымсыз ‰рекеттер;;05,06,09,11,01;;2000;;2000;;600;;;;2;;2;02;;;3;  -   -;
ст.238 ч.1;2;4920;2;;1;2380001;Преднамеренное банкротство;€дей банкроттыK;;05,06,09,11,01;;3000;;3000;;800;;;;3;;3;02;;;3;  -   -;
ст.238 ч.2;2;4870;2;;1;2380002;Преднамеренное банкротство;€дей банкроттыK;;05,06,09,11,01;;3000;;3000;;800;;;;3;;3;02;;5;;  -   -;
ст.239 ч.1;0;610;2;;2;2390001;Доведение до неплатежеспособности;Т™лем Kаблетсздгне дейн жеткзу;;05,06,09,12;;200;;200;;120;;40;;;;;02;;;3;  -   -;
ст.239 ч.2;2;5020;2;;1;2390002;Доведение до неплатежеспособности;Т™лем Kаблетсздгне дейн жеткзу;;05,06,09,11,01;;3000;;3000;;800;;;;3;;3;02;;;5;  -   -;
ст.239 ч.2;3;9210;2;;1;2390002;Доведение до неплатежеспособности;Т™лем Kаблетсздгне дейн жеткзу;;11,01;;;;;;;;;3;7;3;7;01,02,22;;5;;11-Jan-20;11-Jan-20
ст.239 ч.3 Ш8сключ5н0Щ;2;4880;2;;1;2390003;ШЂHЃ1ЂjЂkЃ>Ѓ7ЂeЂmЂ`Щ ЂDЂnЂbЂeЂdЂeЂmЂhЂe ЂdЂn ;Т™лем Kаблетсздгне дейн жеткзу;;05,06,09,11,01;;3000;;3000;;800;;;;3;;3;02;;5;;  -   -;
ст.239 ч.3 Ш8сключ5н0Щ;2;4890;2;;1;2390003;ШЂHЃ1ЂjЂkЃ>Ѓ7ЂeЂmЂ`Щ ЂDЂnЂbЂeЂdЂeЂmЂhЂe ЂdЂn ;Т™лем Kаблетсздгне дейн жеткзу;;05,06,09,11,01;;3000;;3000;;800;;;;3;;3;02;;5;;01-Jan-14;01-Jan-14
ст.240 Ш8сключ5н0Щ;1;3580;2;;1;2400001;ШЂHЃ1ЂjЂkЃ>Ѓ7ЂeЂmЂ`Щ ЂKЂnЂfЂmЂ;ЖалCан банкроттыK;;05,06,09,11,01;;2000;;2000;;600;;;;2;;2;02;;;5;  -   -;
ст.241 Ш8сключ5н0Щ;0;330;2;;2;2410001;ШЂHЃ1ЂjЂkЃ>Ѓ7ЂeЂmЂ`Щ ЂMЂ`Ѓ0Ѓ3Ѓ8ЂeЂmЂhЂe ЂgЂ`ЂjЂnЂmЂnЂdЂ`Ѓ2ЂeЂkЃ<Ѓ1Ѓ2ЂbЂ` ЂPЂeЃ1ЂoЃ3ЂaЂkЂhЂjЂh ЂJЂ`ЂgЂ`Ѓ5Ѓ;JазаKстан  еспубликасыныS бухгалтерлк есеп пен KаржылыK есептлк туралы заSнамасын;;05,06,09,12;;80;;80;;80;;20;;;;;02;;;5;  -   -;
ст.242;0;620;2;;2;2420001;Представление заведомо ложных сведений о банковских операциях;Банк операциялары туралы к™рнеу жалCан м‰лметтер aсыну;;05,06,09,12;;200;;200;;120;;40;;;;;02;;;3;  -   -;
ст.243 ч.1;2;4930;2;;1;2430001;Незаконное использование денег банка;БанктS аKшасын заSсыз пайдалану;;05,06,09,11,01;;3000;;3000;;800;;;;3;;3;02;;;3;  -   -;
ст.243 ч.2;0;630;2;;2;2430002;Незаконное использование денег банка;БанктS аKшасын заSсыз пайдалану;;05,06,09,12;;200;;200;;120;;40;;;;;02;;;3;  -   -;
ст.244 ч.1 Ш8сключ5н0Щ;0;1980;2;;2;2440001;"ШЂHЃ1ЂjЂkЃ>Ѓ7ЂeЂmЂ`Щ ЂSЂjЂkЂnЂmЂeЂmЂhЂe ЂcЃ0Ђ`ЂfЂdЂ`ЂmЂhЂmЂ` ЂnЃ2 Ѓ3ЂoЂkЂ`Ѓ2Ѓ; ЂmЂ`ЂkЂnЂcЂ` Ђh ";АзаматтыS салыK ж‰не ШнемесеЩ бюджетке т™ленетн басKа да мндетт т™лемдерд т™леуде;;05,06,09,12;;500;;500;;300;;90;;;;;;;;;  -   -;
ст.244 ч.1 Ш8сключ5н0Щ;2;4560;2;;1;2440001;"ШЂHЃ1ЂjЂkЃ>Ѓ7ЂeЂmЂ`Щ ЂSЂjЂkЂnЂmЂeЂmЂhЂe ЂcЃ0Ђ`ЂfЂdЂ`ЂmЂhЂmЂ` ЂnЃ2 Ѓ3ЂoЂkЂ`Ѓ2Ѓ; ЂmЂ`ЂkЂnЂcЂ` Ђh ";АзаматтыS салыK ж‰не ШнемесеЩ бюджетке т™ленетн басKа да мндетт т™лемдерд т™леуде;;05,06,09,11,01;;3000;;3000;;800;;;;3;;3;;;;;14-Jul-17;14-Jul-17
ст.244 ч.2 Ш8сключ5н0Щ;2;4030;2;;1;2440002;"ШЂHЃ1ЂjЂkЃ>Ѓ7ЂeЂmЂ`Щ ЂSЂjЂkЂnЂmЂeЂmЂhЂe ЂcЃ0Ђ`ЂfЂdЂ`ЂmЂhЂmЂ` ЂnЃ2 Ѓ3ЂoЂkЂ`Ѓ2Ѓ; ЂmЂ`ЂkЂnЂcЂ` Ђh ";АзаматтыS салыK ж‰не ШнемесеЩ бюджетке т™ленетн басKа да мндетт т™лемдерд т™леуде;;05,06,11,01;;3000;;3000;;;;;;3;;3;;;;;  -   -;
ст.244 ч.2 Ш8сключ5н0Щ;2;4070;2;;1;2440002;"ШЂHЃ1ЂjЂkЃ>Ѓ7ЂeЂmЂ`Щ ЂSЂjЂkЂnЂmЂeЂmЂhЂe ЂcЃ0Ђ`ЂfЂdЂ`ЂmЂhЂmЂ` ЂnЃ2 Ѓ3ЂoЂkЂ`Ѓ2Ѓ; ЂmЂ`ЂkЂnЂcЂ` Ђh ";АзаматтыS салыK ж‰не ШнемесеЩ бюджетке т™ленетн басKа да мндетт т™лемдерд т™леуде;;05,06,11,01;;3000;;3000;;;;;;3;;3;;;;;14-Jul-17;14-Jul-17
ст.244 ;2;;2;;1;2440001;Уклонение гражданина от уплаты налога и ШилиЩ других обязательных платежей в бюджет;АзаматтыS салыK ж‰не ШнемесеЩ бюджетке т™ленетн басKа да мндетт т™лемдерд т™леуде;;05,06,09,11,01;;3000;;3000;;80;;;;3;;3;;;;;31-Jul-18;31-Jul-18
ст.245 ч.1;2;4340;2;;1;2450001;Уклонение от уплаты налога и ШилиЩ других обязательных платежей в бюджет с организаций;`йымдарCа салынатын салыKты ж‰не ШнемесеЩ бюджетке т™ленетн басKа да мндетт т™лемд;;05,06,09,11,01;;2000;;2000;;800;;;;3;;3;02;;;3;  -   -;
ст.245 ч.2;2;5480;2;;1;2450002;Уклонение от уплаты налога и ШилиЩ других обязательных платежей в бюджет с организаций;`йымдарCа салынатын салыKты ж‰не ШнемесеЩ бюджетке т™ленетн басKа да мндетт т™лемд;01,02;05,06,09,11,01;;4000;;4000;;1000;;;;4;;4;02;;;3;  -   -;
ст.245 ч.3;3;10150;2;;1;2450003;Уклонение от уплаты налога и ШилиЩ других обязательных платежей в бюджет с организаций;`йымдарCа салынатын салыKты ж‰не ШнемесеЩ бюджетке т™ленетн басKа да мндетт т™лемд;;01,05;2xK;3xK;;;;;;;;;5;8;02;;;3;  -   -;
ст.246;0;1560;2;;2;2460001;Незаконные действия в отношении имуществаЬ ограниченного в распоряжении в счет налоговой задолженности налогоплательщикаЬ задолженности плательщика по таможенным платежамЬ налогамЬ специальнымЬ антидемпинговымЬ компенсационным пошлинамЬ пенейЬ процентов в случае их начисления;СалыK т™леушнS салыKтыK берешегЬ т™леушнS кедендк т™лемдерЬ салыKтарЬ арнайыЬ демпингке KарсыЬ ™темаKы баждары бойынша берешегЬ ™смпaлдарЬ есепке жазылCан жаCдайда пайыздар есебне билк ету шектелген м_лкке Kатысты заSсыз ‰рекеттер;;05,06,09,12;;200;;200;;200;;50;;;;;;;;;  -   -;
ст.247 ч.1;0;250;2;3;2;2470001;Получение незаконного вознаграждения;ЗаSсыз сыйаKы алу;;05,06,09,12;;80;;80;;80;;20;;;;;;;;;  -   -;
ст.247 ч.2;0;420;2;3;2;2470002;Получение незаконного вознаграждения;ЗаSсыз сыйаKы алу;;05,06,09,12;;120;;120;;120;;30;;;;;;;;;  -   -;
ст.247 ч.3;1;3560;2;3;1;2470003;Получение незаконного вознаграждения;ЗаSсыз сыйаKы алу;;05,06,09,11,01;;2000;;2000;;600;;;;2;;2;02;01;;3;  -   -;
ст.248 ч.1;1;2950;;2;1;2480001;Принуждение к совершению сделки или к отказу от ее совершения;М‰мле жасауCа немесе оны жасаудан бас тартуCа м‰жб_рлеу;;05,06,09,11,01;;2000;;2000;;600;;;;2;;2;;;;;  -   -;
ст.248 ч.2;2;4430;;;1;2480002;Принуждение к совершению сделки или к отказу от ее совершения;М‰мле жасауCа немесе оны жасаудан бас тартуCа м‰жб_рлеу;01,02;05,06,09,11,01;;3000;;3000;;800;;;;3;;3;;;;;  -   -;
ст.248 ч.3;3;7700;;;1;2480003;Принуждение к совершению сделки или к отказу от ее совершения;М‰мле жасауCа немесе оны жасаудан бас тартуCа м‰жб_рлеу;;01;;;;;;;;;;;2;6;;;;;  -   -;
ст.249 ч.1;2;6960;;;1;2490001; ейдерство; ейдерлк;;05,06,09,11,01;;5000;;5000;;1200;;;;5;;5;01,02;;;2;  -   -;
ст.249 ч.2;3;8740;;;1;2490002; ейдерство; ейдерлк;01,02,03;01;;;;;;;;;;;3;7;01;;;;  -   -;
ст.249 ч.2;3;8910;;;1;2490002; ейдерство; ейдерлк;01,02,03;01;;;;;;;;;;;3;7;01,02;;;5;11-Jan-20;11-Jan-20
ст.249 ч.2;3;;;;1;2490002; ейдерство; ейдерлк;01,02,03;01;;;;;;;;;;;5;8;01,02;;;5;16-Jul-21;16-Jul-21
ст.249 ч.3;3;11470;;;1;2490003; ейдерство; ейдерлк;01,02;01;;;;;;;;;;;7;10;01;;;;  -   -;
ст.249 ч.3;3;;;;1;2490003; ейдерство; ейдерлк;01,02;01;;;;;;;;;;;8;12;01,02;22;;;16-Jul-21;16-Jul-21
ст.249 ч.1Э1;3;8050;;;1;2490011; ейдерство; ейдерлк;;11,01;;;;;;;;;;7;;7;01,02;;;5;03-Sep-21;03-Sep-21
ст.250 ч.1;2;5520;;2;1;2500001;Злоупотребление полномочиями;�клеттктерд терс пайдалану;;05,06,09,11,01;;4000;;4000;;1000;;;;4;;4;02;01;;5;  -   -;
ст.250 ч.2;2;5470;;2;1;2500002;Злоупотребление полномочиями;�клеттктерд терс пайдалану;;05,06,09,11,01;;4000;;4000;;1000;;;;4;;4;02;01;5;;  -   -;
ст.251 ч.1;2;5530;;2;1;2510001;Злоупотребление полномочиями частными нотариусамиЬ оценщикамиЬ частными судебными исполнителямиЬ медиаторами и аудиторамиЬ работающими в составе аудиторской организации;Жекеше нотариустардыSЬ баCалаушылардыSЬ жеке сот орындаушыларыныSЬ медиаторлардыS ж‰не аудиторлыK aйым Kaрамында жaмыс стейтн аудиторлардыS ™клеттктерд терс пайдалануы;;05,06,09,11,01;;4000;;4000;;1000;;;;4;;4;02;01;;5;  -   -;
ст.251 ч.2;2;7010;;;1;2510002;Злоупотребление полномочиями частными нотариусамиЬ оценщикамиЬ частными судебными исполнителямиЬ медиаторами и аудиторамиЬ работающими в составе аудиторской организации;Жекеше нотариустардыSЬ баCалаушылардыSЬ жеке сот орындаушыларыныSЬ медиаторлардыS ж‰не аудиторлыK aйым Kaрамында жaмыс стейтн аудиторлардыS ™клеттктерд терс пайдалануы;;05,06,09,11,01;;5000;;5000;;1200;;;;5;;5;02;01;;5;  -   -;
ст.252 ч.1;2;6880;;;1;2520001;Превышение полномочий служащими частных охранных служб;Жекеше к_зет Kызметтер KызметшлернS ™клеттктерн асыра пайдалануы;;05,06,09,11,01;;5000;;5000;;1200;;;;5;;5;;02;;5;  -   -;
ст.252 ч.2;3;9920;;;1;2520002;Превышение полномочий служащими частных охранных служб;Жекеше к_зет Kызметтер KызметшлернS ™клеттктерн асыра пайдалануы;;01;;;;;;;;;;;3;8;02;;;5;  -   -;
ст.253 ч.1;2;6670;;;1;2530001;Коммерческий подкуп;ПараCа коммерциялыK сатып алу;;05,06,09,11,01;;5000;;5000;;1200;;;;5;;5;;;;;  -   -;
ст.253 ч.2;3;12090;;;1;2530002;Коммерческий подкуп;ПараCа коммерциялыK сатып алу;;05,01;30xK;40xK;;;;;;;;;7;12;01;;;;  -   -;
ст.253 ч.3;4;13060;;;1;2530003;Коммерческий подкуп;ПараCа коммерциялыK сатып алу;;05,01;40xK;50xK;;;;;;;;;10;15;01;;;;  -   -;
ст.253 ч.4;2;6970;;;1;2530004;Коммерческий подкуп;ПараCа коммерциялыK сатып алу;;05,06,09,11,01;;5000;;5000;;1200;;;;5;;5;01,02;;;2;  -   -;
ст.253 ч.5;3;12130;;;1;2530005;Коммерческий подкуп;ПараCа коммерциялыK сатып алу;01,02,03,04;05,01;60xK;70xK;;;;;;;;;7;12;01,02;;;3;  -   -;
ст.253 ч.6;4;13100;;;1;2530006;Коммерческий подкуп;ПараCа коммерциялыK сатып алу;;05,01;70xK;80xK;;;;;;;;;10;15;01,02;;;5;  -   -;
ст.254;1;6040;;;1;2540001;Недобросовестное отношение к обязанностям;Мндеттерне адал Kарамау;;11,01;;;;;;;;;;5;;5;;02;;3;  -   -;
ст.255 ч.1;3;10340;;;1;2550001;Акт терроризма;Терроризм актс;;01;;;;;;;;;;;4;10;;01;;;  -   -;
ст.255 ч.1;3;10350;;;1;2550001;Акт терроризма;Терроризм актс;;01;;;;;;;;;;;4;10;;01;;;27-Apr-17;27-Apr-17
ст.255 ч.1;3;;;;1;2550001;Акт терроризма;Терроризм актс;;01;;;;;;;;;;;6;10;;01;;;07-Jan-17;07-Jan-17
ст.255 ч.2;3;11770;;;1;2550002;Акт терроризма;Терроризм актс;01,02;01;;;;;;;;;;;7;12;;01;;;  -   -;
ст.255 ч.2;3;11800;;;1;2550002;Акт терроризма;Терроризм актс;01,02;01;;;;;;;;;;;7;12;;01;;;27-Apr-17;27-Apr-17
ст.255 ч.2;3;;;;1;2550002;Акт терроризма;Терроризм актс;01,02;01;;;;;;;;;;;8;12;;01;;;07-Jan-17;07-Jan-17
ст.255 ч.3;4;12700;;;1;2550003;Акт терроризма;Терроризм актс;01,02;01;;;;;;;;;;;10;15;;01;;;  -   -;
ст.255 ч.3;4;13270;;;1;2550003;Акт терроризма;Терроризм актс;01,02;01;;;;;;;;;;;12;17;01;05;;;27-Apr-17;27-Apr-17
ст.255 ч.4;4;14030;;;1;2550004;Акт терроризма;Терроризм актс;;01,03,02;;;;;;;;;;;15;20;;01;;;  -   -;
ст.255 ч.4;4;14130;;;1;2550004;Акт терроризма;Терроризм актс;;01,03,02;;;;;;;;;;;15;20;01;05;;;27-Apr-17;27-Apr-17
ст.255 ч.4;4;;;;1;2550004;Акт терроризма;Терроризм актс;;01,03;;;;;;;;;;;15;20;01;05;;;09-Jan-22;09-Jan-22
